,id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,p_risk,is_flagged
510,497,4,ad_post,furniture,metro,ios,9.0,3,0,0,,5,81,0,0,0,,0.5714265907801266,0
511,55,3,ad_post,phones,metro,ios,33.7,4,0,0,500.99,4,48,0,0,0,,0.5708843317449623,0
512,1319,5,ad_post,electronics,rural,android,26.0,4,0,0,1128.8,1,81,0,0,0,2.2,0.5701987251611207,0
513,6,3,ad_post,electronics,rural,android,11.0,2,0,0,175.59,2,100,0,0,0,17.9,0.5697743569867448,0
514,1829,2,ad_post,bikes,urban,ios,11.0,1,0,0,144.96,3,0,0,0,0,4.0,0.5696770484252123,0
515,1750,2,ad_post,electronics,metro,android,12.6,4,0,0,141.88,3,36,0,0,0,4.3,0.5692781290526239,0
516,1605,1,ad_post,fashion,urban,android,59.3,3,0,1,129.06,5,0,0,1,0,3.2,0.568406780040781,0
517,227,5,ad_post,furniture,urban,ios,46.2,2,1,1,100.75,5,179,0,0,0,4.6,0.568159194131694,0
518,954,2,ad_post,electronics,metro,android,163.3,3,1,0,20.5,4,140,0,0,0,10.9,0.5675590193846904,0
519,557,1,message_send,phones,rural,android,31.3,1,0,1,285.72,4,118,0,0,1,33.1,0.5675087636560062,0
520,1157,3,ad_post,bikes,metro,android,130.2,2,0,0,369.47,6,37,0,0,1,4.0,0.5674200380853515,0
521,1395,4,ad_post,electronics,metro,android,16.0,2,0,0,1117.0,1,79,0,0,0,11.8,0.5672449311312598,0
522,959,4,message_send,bikes,rural,android,77.8,4,0,1,,3,114,0,1,0,25.4,0.5670753530255935,0
523,321,2,ad_post,phones,rural,android,19.2,3,1,2,173.39,2,38,0,0,0,5.3,0.5670064510022977,0
524,997,2,ad_post,electronics,metro,ios,20.7,3,0,1,206.61,1,38,0,0,1,21.8,0.5660290900205314,0
525,782,2,ad_post,fashion,urban,android,61.7,5,0,0,149.31,3,0,0,0,1,100.6,0.5659677056908234,0
526,549,3,ad_post,fashion,metro,ios,36.1,2,0,0,1146.34,6,154,0,0,0,11.6,0.5649540761783247,0
527,563,2,ad_post,bikes,rural,android,20.5,6,0,0,158.16,3,96,0,0,0,5.9,0.5648603514842874,0
528,239,4,message_send,bikes,urban,android,57.0,4,0,0,,2,201,0,0,1,2.1,0.5648504884826108,0
529,1205,2,message_send,bikes,,android,18.1,2,0,1,364.15,5,87,0,0,1,84.2,0.5648412612131999,0
530,1180,3,ad_post,electronics,,android,111.8,2,0,0,218.06,5,76,0,0,1,,0.5643277326759214,0
531,226,4,message_send,electronics,metro,ios,14.3,4,0,0,202.96,3,93,0,0,0,40.3,0.5642041769789031,0
532,847,4,ad_post,bikes,rural,android,20.0,6,0,0,142.21,4,99,0,0,0,26.3,0.5637651001860883,0
533,1980,3,ad_post,electronics,metro,android,90.2,5,0,0,669.48,1,142,0,0,1,2.3,0.5635931379514103,0
534,1850,3,ad_post,bikes,urban,android,64.6,1,1,1,83.16,6,164,0,0,0,7.5,0.5626154327899019,0
535,815,1,ad_post,bikes,rural,ios,45.4,2,0,0,268.17,2,18,0,0,0,27.5,0.5625270289824587,0
536,532,3,message_send,other,metro,android,42.1,2,0,2,315.65,4,171,1,0,0,15.0,0.5622295634363838,0
537,183,5,ad_post,other,rural,android,9.5,2,0,0,144.81,5,144,0,0,0,7.7,0.5620010364485675,0
538,658,4,ad_post,phones,metro,web,109.6,4,0,0,382.82,0,88,0,1,0,14.8,0.5617565749292934,0
539,1519,3,ad_post,other,metro,web,22.9,4,0,1,255.62,2,26,0,1,0,3.6,0.5617344729875522,0
540,1658,4,ad_post,furniture,metro,ios,131.2,3,0,1,187.56,6,173,1,0,0,63.1,0.5610419140012631,0
541,191,3,message_send,electronics,rural,android,13.5,1,0,0,119.71,3,179,0,0,0,12.2,0.5604012715299207,0
542,328,5,ad_post,bikes,urban,ios,3.9,4,0,1,206.84,3,79,0,0,1,7.8,0.5603529754318135,0
543,649,5,ad_post,other,urban,android,39.1,2,0,0,88.32,1,167,0,0,1,,0.5602868697833112,0
544,1355,4,ad_post,other,urban,web,99.3,6,1,1,359.26,3,80,0,0,1,5.5,0.5597060418812861,0
545,463,2,ad_post,other,metro,android,29.9,5,0,1,487.47,7,47,0,0,1,2.2,0.5594099256985374,0
546,631,4,message_send,bikes,metro,ios,27.0,3,0,0,183.78,4,146,0,0,0,5.7,0.5585034270181362,0
547,1839,4,ad_post,other,metro,ios,94.5,5,0,0,272.33,1,67,0,0,1,16.8,0.5583708686207811,0
548,1798,2,ad_post,furniture,urban,ios,228.9,1,0,0,131.77,5,11,1,0,0,,0.557737123404785,0
549,82,2,ad_post,electronics,metro,ios,24.0,2,0,0,122.68,0,5,0,0,0,20.5,0.5566947861851206,0
550,1807,4,ad_post,other,metro,web,102.6,5,0,1,90.8,6,84,1,0,0,19.1,0.5566430392320446,0
551,982,5,message_send,other,,ios,31.4,2,0,1,57.54,3,22,0,0,1,3.8,0.5563780081486153,0
552,1173,3,ad_post,electronics,metro,android,21.9,4,0,0,154.8,5,71,0,0,0,13.3,0.555763870489506,0
553,373,5,message_send,phones,rural,android,103.4,2,1,1,98.09,3,145,0,0,0,9.7,0.5553884147966133,0
554,1222,1,message_send,phones,metro,android,20.5,0,0,1,142.89,7,244,0,0,1,14.2,0.5552092895327433,0
555,136,5,ad_post,phones,metro,android,20.4,6,0,1,53.15,4,87,0,0,1,,0.5550131707951488,0
556,70,5,ad_post,phones,metro,android,7.8,6,0,0,270.73,2,81,0,0,0,34.0,0.554979685151453,0
557,1978,2,message_send,electronics,metro,ios,75.3,4,0,1,47.39,0,60,0,1,0,19.0,0.5548081406958012,0
558,1390,4,message_send,other,metro,android,6.5,2,0,0,196.92,3,93,0,0,0,6.7,0.554779891935903,0
559,1589,4,ad_post,furniture,rural,android,18.7,2,1,2,363.87,5,49,0,0,0,29.4,0.5544739219560261,0
560,220,1,ad_post,fashion,urban,ios,28.8,2,0,0,1230.83,3,8,0,0,0,10.9,0.5542425438959536,0
561,290,1,ad_post,furniture,metro,ios,97.4,1,1,1,108.96,5,69,0,0,0,36.6,0.5537120566480582,0
562,1047,2,ad_post,phones,urban,ios,15.9,3,0,0,144.19,4,23,0,0,0,19.4,0.5525587128725721,0
563,1014,5,message_send,electronics,metro,android,17.8,3,0,0,550.74,5,190,0,0,0,5.3,0.5519899497343463,0
564,117,3,ad_post,other,rural,android,8.3,4,0,0,221.52,3,120,0,0,0,17.2,0.5518301636204003,0
565,75,2,ad_post,electronics,metro,ios,16.3,4,0,0,,3,148,0,0,0,4.3,0.5517644849845444,0
566,820,5,ad_post,furniture,rural,android,14.8,1,0,0,91.15,1,51,0,0,0,14.0,0.551021273886514,0
567,1857,4,ad_post,furniture,metro,ios,27.9,4,0,1,487.61,6,109,0,0,1,26.3,0.5506719491283776,0
568,64,1,ad_post,electronics,urban,android,5.7,2,0,1,769.76,1,40,0,0,1,4.8,0.5505288545459137,0
569,1508,5,ad_post,fashion,metro,android,20.2,4,0,0,,2,24,0,0,0,13.3,0.5498710164786561,0
570,1478,2,ad_post,bikes,urban,ios,43.2,6,0,1,138.43,1,115,0,1,0,26.9,0.5498517229200827,0
571,1075,4,ad_post,bikes,metro,android,13.5,5,0,0,95.42,2,86,0,0,0,,0.549802487055379,0
572,173,2,ad_post,bikes,metro,ios,14.0,3,0,0,27.39,1,146,0,0,0,7.1,0.549416965129322,0
573,862,3,ad_post,electronics,metro,ios,36.6,5,0,0,426.96,4,72,0,0,0,10.3,0.549302246852537,0
574,1802,5,ad_post,furniture,,ios,18.7,7,0,0,313.6,4,67,0,0,0,,0.548758078474102,0
575,343,5,ad_post,bikes,metro,android,192.9,5,1,0,38.67,4,41,0,0,0,20.2,0.5481064100298719,0
576,913,4,message_send,electronics,rural,android,38.3,7,0,0,425.83,6,131,0,0,0,10.6,0.5480232604317568,0
577,1233,2,ad_post,other,urban,ios,78.6,1,0,0,,2,102,0,0,1,1.5,0.5478604514323238,0
578,933,2,ad_post,furniture,urban,android,24.0,5,0,2,234.93,3,96,1,0,0,4.9,0.5477230935006577,0
579,589,5,message_send,other,metro,ios,21.7,4,0,1,28.52,2,66,0,0,1,5.9,0.5474849298560037,0
580,905,3,ad_post,electronics,rural,android,92.3,2,0,2,133.54,4,49,1,0,0,11.7,0.5473130885353034,0
581,1600,2,ad_post,bikes,metro,ios,149.9,5,0,1,109.85,3,110,1,0,0,77.0,0.54715030736919,0
582,1633,2,ad_post,electronics,urban,android,40.8,1,0,2,147.9,1,61,1,0,0,1.3,0.5471482841237338,0
583,1345,5,ad_post,electronics,urban,ios,58.6,3,1,1,95.48,2,127,0,0,0,49.0,0.5470117805288229,0
584,1051,4,ad_post,fashion,urban,ios,11.0,3,0,0,241.45,3,31,0,0,0,,0.5467812632843752,0
585,1470,3,ad_post,furniture,metro,ios,17.4,0,0,1,315.85,3,143,0,0,1,18.1,0.5467329705256574,0
586,1997,3,message_send,other,urban,android,50.0,1,0,0,,1,165,0,0,1,35.2,0.5466793840322912,0
587,1168,4,message_send,furniture,metro,ios,151.2,2,0,1,99.61,4,148,1,0,0,,0.5465588057662187,0
588,566,1,ad_post,bikes,metro,android,14.5,4,0,0,146.18,0,61,0,0,0,,0.5460230981526504,0
589,863,1,ad_post,phones,rural,ios,38.2,3,0,0,133.98,3,155,0,0,0,5.4,0.545761770369768,0
590,362,1,message_send,bikes,metro,ios,13.0,4,0,0,61.76,3,216,0,0,0,19.6,0.5457474013919518,0
591,1077,5,ad_post,electronics,,android,29.9,3,0,0,151.78,2,0,0,0,0,11.7,0.5455080385030632,0
592,876,4,message_send,bikes,rural,ios,119.1,2,0,0,60.68,2,219,0,0,1,9.1,0.5453242074496216,0
593,1499,4,ad_post,other,urban,android,52.0,3,0,0,78.17,2,167,0,0,1,,0.5442257822824221,0
594,1877,5,ad_post,bikes,urban,ios,14.9,4,0,0,1000.49,1,82,0,0,0,5.0,0.5441761291225817,0
595,1868,3,ad_post,bikes,metro,ios,21.6,3,0,0,350.59,1,152,0,0,0,7.7,0.5441402325000496,0
596,1144,2,ad_post,other,urban,ios,9.2,2,0,0,76.66,4,0,0,0,0,11.8,0.5441163879518583,0
597,1207,3,ad_post,electronics,metro,web,29.8,6,0,1,128.93,5,161,0,1,0,12.7,0.5440769129524369,0
598,1457,4,ad_post,bikes,rural,ios,47.5,1,0,0,85.28,3,108,0,0,0,14.5,0.5438652375299626,0
599,1065,2,ad_post,phones,urban,android,10.8,4,0,0,601.18,3,53,0,0,0,3.9,0.5437907101467894,0
600,592,2,ad_post,electronics,metro,ios,43.2,2,0,0,,5,0,0,0,0,71.4,0.5436334441580931,0
601,393,1,ad_post,other,,android,27.3,1,0,0,,3,0,0,0,0,3.0,0.5435857719869183,0
602,1562,3,ad_post,furniture,rural,android,23.8,3,0,1,292.51,4,115,0,0,1,25.7,0.5434025242172842,0
603,48,4,message_send,other,metro,android,11.1,1,0,0,117.91,1,71,0,0,0,2.4,0.5424659818095192,0
604,1800,2,message_send,furniture,metro,ios,74.8,1,0,1,,3,144,0,1,0,17.2,0.5421679294658737,0
605,928,5,ad_post,fashion,metro,android,27.5,5,0,0,131.47,3,35,0,0,0,4.9,0.5421071710965435,0
606,819,3,ad_post,other,,ios,26.4,1,0,0,127.92,4,66,0,0,0,29.7,0.5415936952650716,0
607,1303,2,ad_post,fashion,metro,ios,26.4,7,0,0,183.07,0,30,0,0,0,1.0,0.541527167545359,0
608,73,3,ad_post,furniture,urban,ios,79.4,3,0,0,29.85,3,99,0,0,1,,0.5413578688854405,0
609,33,5,ad_post,other,,ios,37.4,3,0,1,,4,49,0,0,1,3.2,0.5407319096668215,0
610,1879,4,ad_post,bikes,rural,android,55.8,2,0,0,102.61,3,0,0,0,0,13.2,0.5406058417422827,0
611,1621,5,message_send,bikes,urban,web,118.8,3,1,0,73.9,2,95,0,0,0,21.2,0.5404281297433386,0
612,1331,4,ad_post,electronics,,android,15.8,4,0,0,106.42,4,95,0,0,0,45.7,0.5404188364243661,0
613,663,2,message_send,bikes,urban,android,55.3,4,0,1,278.91,2,109,0,1,0,14.0,0.5403691833573562,0
614,1391,3,ad_post,furniture,urban,android,39.4,1,0,1,298.28,3,131,0,1,0,11.8,0.5390955626007534,0
615,650,3,ad_post,fashion,,ios,44.7,4,0,0,187.85,6,92,0,0,0,10.7,0.5388241207567434,0
616,76,4,ad_post,phones,urban,android,22.4,1,0,0,513.5,3,0,0,0,0,21.0,0.5384594231578685,0
617,1459,3,ad_post,electronics,rural,android,42.8,4,0,0,126.55,4,52,0,0,0,22.6,0.5384203007676732,0
618,1644,4,ad_post,phones,urban,ios,18.8,3,0,1,167.85,2,46,0,0,1,16.2,0.538041852059375,0
619,1085,1,message_send,electronics,urban,ios,12.2,2,0,0,632.61,3,127,0,0,0,19.4,0.5379108157598562,0
620,1465,2,message_send,furniture,metro,ios,18.4,6,0,0,364.06,2,110,0,0,0,5.3,0.5378676683303364,0
621,177,4,ad_post,electronics,metro,ios,27.1,3,0,0,,2,116,0,0,0,9.3,0.5375231802911796,0
622,940,2,ad_post,furniture,urban,ios,128.2,4,0,0,222.32,2,129,0,1,0,19.0,0.5374356660521384,0
623,595,3,ad_post,bikes,,android,23.6,3,0,0,53.11,2,94,0,0,0,8.6,0.537375733838782,0
624,1627,3,ad_post,bikes,rural,android,34.8,3,0,0,229.3,0,78,0,0,0,6.6,0.53696080366789,0
625,1494,2,ad_post,bikes,rural,android,49.5,2,0,0,494.47,2,68,0,0,0,,0.5364590226189833,0
626,128,5,ad_post,bikes,,android,11.1,1,0,0,166.67,1,167,0,0,0,16.3,0.5361275461339261,0
627,668,1,message_send,bikes,metro,ios,44.2,3,0,1,108.43,6,199,0,0,1,7.1,0.5357966893130585,0
628,922,4,message_send,electronics,rural,android,25.1,2,0,1,127.25,2,191,0,0,1,18.8,0.535739297909186,0
629,1622,1,message_send,furniture,metro,ios,39.5,0,0,1,770.7,2,114,0,0,1,6.7,0.5353972995995979,0
630,835,1,ad_post,bikes,metro,android,38.9,3,0,0,326.52,5,121,0,0,0,3.7,0.5345596616242456,0
631,921,1,ad_post,fashion,rural,android,45.2,3,0,0,62.62,2,11,0,0,0,17.3,0.5339295023106531,0
632,248,5,message_send,electronics,,ios,19.1,0,0,0,79.68,2,128,0,0,0,80.6,0.5338785686807666,0
633,1921,2,ad_post,furniture,rural,android,45.5,5,0,0,533.18,6,71,0,0,0,9.8,0.5337975096753984,0
634,534,3,ad_post,fashion,metro,android,21.7,3,0,0,86.51,2,69,0,0,0,22.9,0.5334953029516288,0
635,1576,2,ad_post,furniture,rural,web,78.9,0,0,0,226.1,3,119,0,0,1,11.8,0.5334928690710855,0
636,600,4,ad_post,fashion,metro,ios,28.2,4,0,0,124.4,2,85,0,0,0,27.4,0.5334736230721587,0
637,602,4,ad_post,electronics,metro,android,27.4,3,0,0,47.96,1,15,0,0,0,23.3,0.5326256359562501,0
638,1059,4,message_send,electronics,urban,ios,169.7,2,1,0,61.28,3,142,0,0,0,13.1,0.5326217515290704,0
639,300,3,ad_post,electronics,rural,ios,54.6,2,0,0,,5,96,0,0,0,37.5,0.5323784643752232,0
640,1529,1,ad_post,furniture,urban,ios,56.6,2,0,1,174.77,1,63,0,1,0,3.5,0.5321485741871357,0
641,1869,2,ad_post,furniture,metro,android,21.0,1,0,0,149.43,4,29,0,0,0,62.1,0.5316454784585292,0
642,1823,2,ad_post,electronics,metro,android,31.6,3,0,0,335.46,3,54,0,0,0,37.6,0.5314461386887586,0
643,1477,5,ad_post,other,rural,android,24.7,3,0,0,217.84,1,67,0,0,0,,0.5308612562461275,0
644,1863,1,message_send,furniture,urban,ios,17.2,6,0,1,62.99,2,289,0,1,0,,0.5308241188064748,0
645,257,2,ad_post,furniture,urban,android,91.3,5,0,0,,3,5,0,0,1,7.7,0.5307333012334413,0
646,569,1,ad_post,electronics,rural,android,41.4,3,0,0,74.82,3,92,0,0,0,5.6,0.5306548139076082,0
647,186,2,ad_post,furniture,metro,android,37.6,0,0,0,142.05,4,0,0,0,0,17.9,0.5304656293076555,0
648,148,4,message_send,phones,,ios,26.1,3,0,1,126.96,0,140,0,0,1,39.8,0.5302018065243755,0
649,1404,5,ad_post,electronics,urban,ios,17.5,5,0,0,110.8,5,79,0,0,0,,0.5301526005050519,0
650,1402,1,ad_post,electronics,,ios,30.3,6,0,0,,4,87,0,0,0,57.4,0.5299976969686501,0
651,687,1,ad_post,other,metro,ios,76.0,2,0,1,98.3,3,149,0,1,0,18.2,0.5297926190141169,0
652,363,3,ad_post,electronics,,ios,26.2,4,0,0,49.36,1,77,0,0,0,34.9,0.5293688352475597,0
653,1778,1,ad_post,bikes,metro,android,52.5,0,0,1,282.88,6,73,0,0,1,52.0,0.5291919578775711,0
654,1596,2,ad_post,electronics,urban,android,9.4,6,0,0,321.49,6,112,0,0,0,8.7,0.5282513075249501,0
655,1646,3,ad_post,fashion,urban,ios,89.2,3,1,1,117.19,1,38,0,0,0,13.5,0.5277276916411504,0
656,103,2,message_send,furniture,urban,android,64.7,3,1,1,162.84,5,181,0,0,0,3.6,0.5277177172240961,0
657,1099,3,ad_post,phones,metro,android,38.7,2,0,0,147.67,3,77,0,0,0,,0.527707754761674,0
658,1322,1,ad_post,phones,rural,ios,138.1,6,0,0,54.57,2,101,0,0,1,20.5,0.5276252701092374,0
659,285,2,ad_post,furniture,metro,android,23.9,3,0,0,280.99,3,72,0,0,0,5.1,0.5274161142800784,0
660,1681,2,ad_post,furniture,,android,146.4,2,0,1,183.59,3,142,1,0,0,17.3,0.5271899800305831,0
661,459,1,ad_post,fashion,rural,android,120.1,3,0,0,51.77,1,75,0,0,1,48.2,0.5271426118163182,0
662,996,3,ad_post,phones,metro,ios,40.6,2,0,0,71.1,1,89,0,0,0,6.4,0.5265107600454326,0
663,175,2,message_send,bikes,metro,ios,194.5,4,0,0,101.95,2,73,0,1,0,,0.5265105219829519,0
664,1944,2,ad_post,furniture,metro,ios,23.3,3,0,0,,2,93,0,0,0,16.9,0.5262977169483087,0
665,1044,4,ad_post,other,,android,40.7,0,0,0,96.4,4,5,0,0,0,10.4,0.5260557910079199,0
666,1998,3,ad_post,other,metro,ios,12.9,6,0,0,33.95,2,143,0,0,0,1.5,0.5250437929951499,0
667,1753,3,ad_post,furniture,metro,android,22.7,4,0,0,520.37,2,70,0,0,0,,0.524381538982429,0
668,107,2,ad_post,electronics,,android,28.5,2,0,0,203.97,4,143,0,0,0,20.4,0.5240101679156867,0
669,851,5,ad_post,electronics,metro,ios,32.8,4,0,0,171.55,2,95,0,0,0,34.4,0.5239014856296793,0
670,1361,1,ad_post,bikes,urban,ios,126.0,4,0,0,68.44,6,82,0,0,1,5.0,0.523046268634683,0
671,724,5,ad_post,furniture,metro,android,26.2,2,0,1,74.88,2,56,0,0,1,,0.522731532963837,0
672,875,3,message_send,electronics,rural,ios,67.1,2,0,1,,4,107,0,0,1,22.8,0.5217529183171339,0
673,449,5,ad_post,other,urban,android,60.0,4,0,0,101.12,1,178,0,0,1,10.6,0.5216995251615336,0
674,890,2,ad_post,furniture,metro,ios,34.7,2,0,0,139.82,1,38,0,0,0,8.3,0.5216348116151517,0
675,787,3,message_send,fashion,metro,ios,39.1,3,0,0,174.21,3,100,0,0,0,50.1,0.5209689054883974,0
676,1268,4,message_send,furniture,metro,web,16.9,2,0,1,,1,217,0,1,0,7.1,0.5207324196679856,0
677,221,4,ad_post,bikes,urban,android,44.9,0,0,1,80.85,5,0,0,0,1,3.3,0.520666608258464,0
678,1356,1,ad_post,electronics,metro,android,22.4,4,0,0,169.56,2,140,0,0,0,7.1,0.520542332851466,0
679,160,3,message_send,other,metro,ios,16.3,5,1,2,147.52,1,70,0,0,0,22.7,0.520478056278265,0
680,952,1,ad_post,other,urban,web,49.6,1,0,0,118.84,3,87,0,0,1,7.1,0.5202920206239336,0
681,416,4,ad_post,other,urban,android,14.6,1,0,1,210.98,2,0,0,0,1,6.8,0.5202642998951761,0
682,440,2,ad_post,phones,urban,ios,44.9,2,0,0,610.78,3,20,0,0,0,8.7,0.5200011057804786,0
683,366,2,ad_post,bikes,,ios,51.0,2,0,1,139.58,4,157,0,0,1,9.0,0.5199777610167792,0
684,1567,3,ad_post,furniture,urban,ios,21.8,3,0,0,280.62,4,0,0,0,0,32.6,0.5198355214537965,0
685,1730,1,ad_post,furniture,rural,android,52.2,1,0,0,218.02,5,72,0,0,0,5.1,0.5195889284128267,0
686,853,2,message_send,other,metro,ios,19.9,3,0,0,57.45,3,183,0,0,0,14.3,0.519362868161362,0
687,1419,2,message_send,other,metro,android,14.3,2,0,0,329.79,2,175,0,0,0,4.6,0.5192146507104795,0
688,1446,5,ad_post,electronics,,android,10.8,5,0,0,142.87,1,86,0,0,0,78.3,0.5189868107180852,0
689,1380,5,ad_post,bikes,urban,android,14.7,2,0,0,102.59,3,94,0,0,0,3.5,0.518753974766788,0
690,1214,4,ad_post,other,urban,android,9.1,4,0,0,58.17,3,0,0,0,0,2.5,0.5184668258153498,0
691,1531,1,ad_post,electronics,rural,ios,55.6,4,0,0,254.41,3,98,0,0,0,30.5,0.5181777838485938,0
692,1592,4,message_send,electronics,urban,android,53.7,5,1,1,,1,161,0,0,0,69.3,0.5180179242704177,0
693,686,1,message_send,other,metro,ios,46.9,5,0,1,198.36,4,90,0,0,1,4.9,0.5175827043790615,0
694,323,4,message_send,fashion,rural,android,24.9,2,0,0,38.66,0,170,0,0,0,21.0,0.517143283025729,0
695,1245,1,ad_post,bikes,rural,ios,43.0,6,0,0,115.68,0,139,0,0,0,4.1,0.516532976646267,0
696,1887,2,ad_post,other,metro,android,95.0,2,1,1,83.75,3,137,0,0,0,9.1,0.5164460274642623,0
697,1611,1,ad_post,bikes,urban,ios,39.9,4,0,1,98.14,6,76,0,0,1,24.3,0.516441400978501,0
698,1165,5,message_send,phones,,web,44.9,1,0,2,81.22,1,110,1,0,0,,0.5163693398245477,0
699,790,1,ad_post,other,urban,android,18.7,1,0,1,,4,26,0,0,1,14.3,0.5159417613428805,0
700,262,3,ad_post,phones,urban,android,22.0,2,0,0,142.05,4,91,0,0,0,2.5,0.5159391859877356,0
701,476,1,ad_post,phones,urban,ios,14.1,2,0,0,141.43,2,150,0,0,0,10.2,0.514829640575239,0
702,1461,3,message_send,electronics,metro,android,24.1,3,0,0,57.07,2,108,0,0,0,57.6,0.514431853184159,0
703,369,5,message_send,electronics,metro,web,53.8,2,1,1,59.6,2,215,0,0,0,13.8,0.5141197891981915,0
704,1780,5,ad_post,fashion,metro,android,29.1,2,0,1,37.88,1,122,0,0,1,10.6,0.5139191865386828,0
705,1227,4,ad_post,other,,ios,31.1,3,0,1,227.07,4,164,0,0,1,31.9,0.5128430263819337,0
706,731,1,ad_post,electronics,rural,android,125.2,2,0,1,279.25,2,17,0,1,0,8.9,0.5126410607476288,0
707,1714,2,ad_post,furniture,metro,android,48.4,0,0,0,168.27,4,21,0,0,0,6.9,0.512526208417414,0
708,678,5,message_send,other,rural,ios,38.7,2,0,0,247.58,3,209,0,0,0,8.6,0.512498790714054,0
709,1943,1,message_send,other,metro,web,49.8,1,1,1,631.43,1,224,0,0,0,3.5,0.5123814085033885,0
710,447,4,message_send,electronics,urban,ios,100.8,3,0,0,85.82,0,106,0,0,1,22.4,0.5122257729431726,0
711,895,5,ad_post,phones,urban,ios,17.3,2,0,0,155.03,3,164,0,0,0,,0.5114037997854145,0
712,292,5,ad_post,furniture,urban,ios,9.9,2,0,0,226.09,3,116,0,0,0,6.3,0.5111047759220207,0
713,1311,1,ad_post,bikes,urban,android,32.2,2,0,0,112.14,3,0,0,0,0,21.8,0.5106513058007736,0
714,49,4,ad_post,fashion,,android,14.2,5,0,1,46.11,2,164,0,0,1,55.7,0.510554185655621,0
715,1516,3,ad_post,other,metro,ios,50.7,2,0,0,181.59,4,68,0,0,0,6.1,0.5102820016401567,0
716,1616,5,ad_post,fashion,metro,ios,83.4,2,0,0,1727.46,6,120,0,0,0,26.9,0.5102483152920165,0
717,1434,5,ad_post,other,rural,android,29.0,4,0,0,,1,112,0,0,0,7.5,0.5102229212698193,0
718,1094,2,ad_post,phones,metro,ios,78.2,3,0,0,73.98,4,0,0,0,0,2.7,0.5095587820065248,0
719,1639,3,message_send,fashion,urban,ios,14.3,5,0,1,176.11,0,112,0,0,1,9.8,0.5094018354810637,0
720,1102,5,ad_post,phones,metro,android,46.8,5,0,0,459.42,4,140,0,0,0,3.7,0.5091151604713058,0
721,1078,1,message_send,fashion,rural,android,10.7,3,0,0,103.77,0,279,0,0,0,24.9,0.5089407727101134,0
722,198,4,ad_post,electronics,urban,android,11.8,1,0,0,141.73,5,168,0,0,0,,0.5086347051984914,0
723,1119,5,message_send,bikes,urban,android,18.7,3,0,0,112.61,6,199,0,0,0,2.9,0.5081374483096485,0
724,1270,1,message_send,bikes,urban,android,17.7,2,0,0,85.24,5,184,0,0,0,8.3,0.5074441347835095,0
725,265,2,ad_post,bikes,urban,android,16.2,3,0,0,165.43,2,87,0,0,0,16.1,0.5071972282601134,0
726,491,1,ad_post,phones,metro,android,59.6,1,0,0,137.74,1,0,0,0,0,8.0,0.5067454351042507,0
727,931,3,message_send,bikes,urban,android,16.4,1,0,0,219.41,4,193,0,0,0,7.6,0.5065890634308725,0
728,434,2,ad_post,electronics,urban,android,28.7,5,0,1,74.86,4,13,0,0,1,33.4,0.5062441694394818,0
729,1324,5,ad_post,electronics,,android,37.7,9,0,0,156.81,4,22,0,0,0,73.1,0.5058006006928051,0
730,1552,2,ad_post,furniture,metro,android,94.1,5,1,1,266.94,3,146,0,0,0,29.6,0.5057266125624155,0
731,1572,2,ad_post,bikes,metro,android,76.0,4,0,1,156.33,5,15,0,0,1,2.0,0.5055619230488706,0
732,1126,3,message_send,furniture,urban,android,93.7,3,0,0,100.16,4,141,0,0,1,12.3,0.5053670795115248,0
733,1068,1,ad_post,furniture,urban,ios,12.6,3,0,1,36.18,5,167,0,0,1,10.1,0.5052974817397516,0
734,53,5,message_send,electronics,urban,ios,20.2,1,0,0,93.52,5,200,0,0,0,25.5,0.5049545480155624,0
735,276,4,message_send,phones,metro,android,28.9,1,0,1,47.46,1,224,0,0,1,13.3,0.5044283393619281,0
736,1370,5,ad_post,other,urban,android,5.2,3,0,0,269.65,2,32,0,0,0,41.6,0.5042903510607945,0
737,1040,2,ad_post,other,metro,ios,48.7,3,0,0,,7,164,0,0,0,6.4,0.504104586514213,0
738,1984,1,message_send,fashion,metro,android,32.1,3,0,0,81.85,0,93,0,0,0,23.4,0.5040699164908218,0
739,1053,4,message_send,bikes,urban,web,14.1,1,0,1,72.61,1,248,0,1,0,1.8,0.5039254233556252,0
740,1586,2,ad_post,furniture,metro,ios,34.1,2,0,0,90.76,3,146,0,0,0,,0.5039197200628472,0
741,1083,2,message_send,other,,android,34.2,0,0,0,226.5,3,146,0,0,0,7.0,0.5033953060711397,0
742,1848,2,ad_post,electronics,metro,ios,71.7,7,0,0,133.4,4,0,0,0,0,4.5,0.5033891241942223,0
743,305,2,ad_post,electronics,rural,android,33.8,0,0,2,239.51,2,82,0,1,0,,0.5033614881919068,0
744,1191,3,ad_post,furniture,rural,ios,51.6,4,0,0,54.58,1,67,0,0,0,2.3,0.5030514131181677,0
745,1687,2,ad_post,bikes,metro,android,18.7,1,1,2,125.06,3,237,0,0,0,,0.502684631594775,0
746,1023,3,ad_post,furniture,urban,ios,10.2,5,0,0,23.19,4,104,0,0,0,22.6,0.5025682235880756,0
747,105,5,ad_post,electronics,metro,ios,60.4,1,0,0,220.34,3,102,0,0,0,12.3,0.5011817991390262,0
